"contractYear","tokenPool","usageCategory","usageDate","productLineCode","productName","tokensConsumed",
1,"CY","CLOUD_PRODUCT",2016-01-13 00:00:00,"F360PRO","Fusion 360 - Ultimate",0.0,
1,"CY","CLOUD_PRODUCT",2016-01-13 00:00:00,"FORMIT","FormIt Pro",96.0,
1,"CY","CLOUD_PRODUCT",2016-01-14 00:00:00,"COLLRVT","Autodesk Collaboration for Revit - Single User",0.0,
1,"CY","CLOUD_PRODUCT",2016-01-14 00:00:00,"EGLPRM","EAGLE - Premium",0.0,
1,"CY","CLOUD_PRODUCT",2016-01-14 00:00:00,"F360PRO","Fusion 360 - Ultimate",0.0,
1,"CY","CLOUD_PRODUCT",2016-01-14 00:00:00,"FORMIT","FormIt Pro",0.0,
1,"CY","CLOUD_PRODUCT",2016-01-14 00:00:00,"IW360P","InfraWorks",0.0,
1,"CY","CLOUD_PRODUCT",2016-01-15 00:00:00,"EGLPRM","EAGLE - Premium",80.0,
1,"CY","CLOUD_PRODUCT",2016-01-15 00:00:00,"F360PRO","Fusion 360 - Ultimate",60.0,
1,"CY","CLOUD_PRODUCT",2016-01-15 00:00:00,"FORMIT","FormIt Pro",0.0,
1,"CY","CLOUD_PRODUCT",2016-01-15 00:00:00,"IW360P","InfraWorks",209.0,
1,"CY","CLOUD_PRODUCT",2016-01-16 00:00:00,"F360PRO","Fusion 360 - Ultimate",100.0,
1,"CY","CLOUD_PRODUCT",2016-01-17 00:00:00,"EGLPRM","EAGLE - Premium",0.0,
1,"CY","CLOUD_PRODUCT",2016-01-17 00:00:00,"F360PRO","Fusion 360 - Ultimate",126.0,
1,"CY","CLOUD_PRODUCT",2016-01-17 00:00:00,"FORMIT","FormIt Pro",0.0,
1,"CY","CLOUD_PRODUCT",2016-01-17 00:00:00,"IW360P","InfraWorks",114.0,
1,"CY","CLOUD_PRODUCT",2016-01-18 00:00:00,"COLLRVT","Autodesk Collaboration for Revit - Single User",0.0,
1,"CY","CLOUD_PRODUCT",2016-01-18 00:00:00,"EGLPRM","EAGLE - Premium",0.0,
1,"CY","CLOUD_PRODUCT",2016-01-18 00:00:00,"F360PRO","Fusion 360 - Ultimate",0.0,
1,"CY","CLOUD_PRODUCT",2016-01-18 00:00:00,"FORMIT","FormIt Pro",0.0,
1,"CY","CLOUD_PRODUCT",2016-01-18 00:00:00,"IW360P","InfraWorks",0.0,
1,"CY","CLOUD_PRODUCT",2016-01-19 00:00:00,"COLLRVT","Autodesk Collaboration for Revit - Single User",80.0,
1,"CY","CLOUD_PRODUCT",2016-01-19 00:00:00,"EGLPRM","EAGLE - Premium",35.0,
1,"CY","CLOUD_PRODUCT",2016-01-19 00:00:00,"F360PRO","Fusion 360 - Ultimate",0.0,
1,"CY","CLOUD_PRODUCT",2016-01-19 00:00:00,"FORMIT","FormIt Pro",190.0,
1,"CY","CLOUD_PRODUCT",2016-01-20 00:00:00,"COLLRVT","Autodesk Collaboration for Revit - Single User",0.0,
1,"CY","CLOUD_PRODUCT",2016-01-20 00:00:00,"EGLPRM","EAGLE - Premium",0.0,
1,"CY","CLOUD_PRODUCT",2016-01-20 00:00:00,"F360PRO","Fusion 360 - Ultimate",0.0,
1,"CY","CLOUD_PRODUCT",2016-01-20 00:00:00,"FORMIT","FormIt Pro",0.0,
1,"CY","CLOUD_PRODUCT",2016-01-20 00:00:00,"IW360P","InfraWorks",0.0,
1,"CY","CLOUD_PRODUCT",2016-01-21 00:00:00,"COLLRVT","Autodesk Collaboration for Revit - Single User",58.0,
1,"CY","CLOUD_PRODUCT",2016-01-21 00:00:00,"EGLPRM","EAGLE - Premium",0.0,
1,"CY","CLOUD_PRODUCT",2016-01-21 00:00:00,"FORMIT","FormIt Pro",189.0,
1,"CY","CLOUD_PRODUCT",2016-01-21 00:00:00,"IW360P","InfraWorks",40.0,
1,"CY","CLOUD_PRODUCT",2016-01-22 00:00:00,"COLLRVT","Autodesk Collaboration for Revit - Single User",0.0,
1,"CY","CLOUD_PRODUCT",2016-01-22 00:00:00,"EGLPRM","EAGLE - Premium",0.0,
1,"CY","CLOUD_PRODUCT",2016-01-22 00:00:00,"F360PRO","Fusion 360 - Ultimate",34.0,
1,"CY","CLOUD_PRODUCT",2016-01-22 00:00:00,"FORMIT","FormIt Pro",0.0,
1,"CY","CLOUD_PRODUCT",2016-01-22 00:00:00,"IW360P","InfraWorks",0.0,
1,"CY","CLOUD_PRODUCT",2016-01-23 00:00:00,"EGLPRM","EAGLE - Premium",0.0,
1,"CY","CLOUD_PRODUCT",2016-01-23 00:00:00,"F360PRO","Fusion 360 - Ultimate",140.0,
1,"CY","CLOUD_PRODUCT",2016-01-24 00:00:00,"COLLRVT","Autodesk Collaboration for Revit - Single User",0.0,
1,"CY","CLOUD_PRODUCT",2016-01-24 00:00:00,"EGLPRM","EAGLE - Premium",54.0,
1,"CY","CLOUD_PRODUCT",2016-01-25 00:00:00,"COLLRVT","Autodesk Collaboration for Revit - Single User",0.0,
1,"CY","CLOUD_PRODUCT",2016-01-25 00:00:00,"EGLPRM","EAGLE - Premium",108.0,
1,"CY","CLOUD_PRODUCT",2016-01-25 00:00:00,"F360PRO","Fusion 360 - Ultimate",172.0,
1,"CY","CLOUD_PRODUCT",2016-01-25 00:00:00,"FORMIT","FormIt Pro",0.0,
1,"CY","CLOUD_PRODUCT",2016-01-25 00:00:00,"IW360P","InfraWorks",80.0,
1,"CY","CLOUD_PRODUCT",2016-01-26 00:00:00,"COLLRVT","Autodesk Collaboration for Revit - Single User",130.0,
1,"CY","CLOUD_PRODUCT",2016-01-26 00:00:00,"EGLPRM","EAGLE - Premium",0.0,
1,"CY","CLOUD_PRODUCT",2016-01-26 00:00:00,"F360PRO","Fusion 360 - Ultimate",141.0,
1,"CY","CLOUD_PRODUCT",2016-01-26 00:00:00,"FORMIT","FormIt Pro",0.0,
1,"CY","CLOUD_PRODUCT",2016-01-26 00:00:00,"IW360P","InfraWorks",0.0,
1,"CY","CLOUD_PRODUCT",2016-01-27 00:00:00,"COLLRVT","Autodesk Collaboration for Revit - Single User",132.0,
1,"CY","CLOUD_PRODUCT",2016-01-27 00:00:00,"EGLPRM","EAGLE - Premium",0.0,
1,"CY","CLOUD_PRODUCT",2016-01-27 00:00:00,"F360PRO","Fusion 360 - Ultimate",40.0,
1,"CY","CLOUD_PRODUCT",2016-01-27 00:00:00,"FORMIT","FormIt Pro",132.0,
1,"CY","CLOUD_PRODUCT",2016-01-27 00:00:00,"IW360P","InfraWorks",315.0,
1,"CY","CLOUD_PRODUCT",2016-01-28 00:00:00,"COLLRVT","Autodesk Collaboration for Revit - Single User",0.0,
1,"CY","CLOUD_PRODUCT",2016-01-28 00:00:00,"EGLPRM","EAGLE - Premium",0.0,
1,"CY","CLOUD_PRODUCT",2016-01-28 00:00:00,"F360PRO","Fusion 360 - Ultimate",0.0,
1,"CY","CLOUD_PRODUCT",2016-01-28 00:00:00,"FORMIT","FormIt Pro",14.0,
1,"CY","CLOUD_PRODUCT",2016-01-28 00:00:00,"IW360P","InfraWorks",0.0,
1,"CY","CLOUD_PRODUCT",2016-01-29 00:00:00,"COLLRVT","Autodesk Collaboration for Revit - Single User",0.0,
1,"CY","CLOUD_PRODUCT",2016-01-29 00:00:00,"EGLPRM","EAGLE - Premium",0.0,
1,"CY","CLOUD_PRODUCT",2016-01-29 00:00:00,"F360PRO","Fusion 360 - Ultimate",0.0,
1,"CY","CLOUD_PRODUCT",2016-01-29 00:00:00,"FORMIT","FormIt Pro",0.0,
1,"CY","CLOUD_PRODUCT",2016-01-29 00:00:00,"IW360P","InfraWorks",0.0,
1,"CY","CLOUD_PRODUCT",2016-01-30 00:00:00,"EGLPRM","EAGLE - Premium",0.0,
1,"CY","CLOUD_PRODUCT",2016-01-30 00:00:00,"FORMIT","FormIt Pro",28.0,
1,"CY","CLOUD_PRODUCT",2016-01-30 00:00:00,"IW360P","InfraWorks",152.0,
1,"CY","CLOUD_PRODUCT",2016-01-31 00:00:00,"COLLRVT","Autodesk Collaboration for Revit - Single User",0.0,
1,"CY","CLOUD_PRODUCT",2016-01-31 00:00:00,"F360PRO","Fusion 360 - Ultimate",0.0,
1,"CY","CLOUD_PRODUCT",2016-01-31 00:00:00,"IW360P","InfraWorks",126.0,
1,"CY","CLOUD_PRODUCT",2016-02-01 00:00:00,"COLLRVT","Autodesk Collaboration for Revit - Single User",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-01 00:00:00,"EGLPRM","EAGLE - Premium",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-01 00:00:00,"F360PRO","Fusion 360 - Ultimate",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-01 00:00:00,"FORMIT","FormIt Pro",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-01 00:00:00,"IW360P","InfraWorks",169.0,
1,"CY","CLOUD_PRODUCT",2016-02-02 00:00:00,"COLLRVT","Autodesk Collaboration for Revit - Single User",24.0,
1,"CY","CLOUD_PRODUCT",2016-02-02 00:00:00,"EGLPRM","EAGLE - Premium",112.0,
1,"CY","CLOUD_PRODUCT",2016-02-02 00:00:00,"F360PRO","Fusion 360 - Ultimate",48.0,
1,"CY","CLOUD_PRODUCT",2016-02-02 00:00:00,"FORMIT","FormIt Pro",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-02 00:00:00,"IW360P","InfraWorks",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-03 00:00:00,"F360PRO","Fusion 360 - Ultimate",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-03 00:00:00,"FORMIT","FormIt Pro",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-03 00:00:00,"IW360P","InfraWorks",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-04 00:00:00,"COLLRVT","Autodesk Collaboration for Revit - Single User",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-04 00:00:00,"EGLPRM","EAGLE - Premium",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-04 00:00:00,"F360PRO","Fusion 360 - Ultimate",40.0,
1,"CY","CLOUD_PRODUCT",2016-02-04 00:00:00,"FORMIT","FormIt Pro",48.0,
1,"CY","CLOUD_PRODUCT",2016-02-04 00:00:00,"IW360P","InfraWorks",66.0,
1,"CY","CLOUD_PRODUCT",2016-02-05 00:00:00,"COLLRVT","Autodesk Collaboration for Revit - Single User",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-05 00:00:00,"EGLPRM","EAGLE - Premium",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-05 00:00:00,"F360PRO","Fusion 360 - Ultimate",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-05 00:00:00,"IW360P","InfraWorks",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-06 00:00:00,"EGLPRM","EAGLE - Premium",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-06 00:00:00,"FORMIT","FormIt Pro",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-07 00:00:00,"FORMIT","FormIt Pro",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-08 00:00:00,"COLLRVT","Autodesk Collaboration for Revit - Single User",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-08 00:00:00,"EGLPRM","EAGLE - Premium",16.0,
1,"CY","CLOUD_PRODUCT",2016-02-08 00:00:00,"F360PRO","Fusion 360 - Ultimate",120.0,
1,"CY","CLOUD_PRODUCT",2016-02-08 00:00:00,"FORMIT","FormIt Pro",132.0,
1,"CY","CLOUD_PRODUCT",2016-02-08 00:00:00,"IW360P","InfraWorks",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-09 00:00:00,"COLLRVT","Autodesk Collaboration for Revit - Single User",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-09 00:00:00,"EGLPRM","EAGLE - Premium",90.0,
1,"CY","CLOUD_PRODUCT",2016-02-09 00:00:00,"F360PRO","Fusion 360 - Ultimate",36.0,
1,"CY","CLOUD_PRODUCT",2016-02-09 00:00:00,"FORMIT","FormIt Pro",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-09 00:00:00,"IW360P","InfraWorks",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-10 00:00:00,"COLLRVT","Autodesk Collaboration for Revit - Single User",162.0,
1,"CY","CLOUD_PRODUCT",2016-02-10 00:00:00,"EGLPRM","EAGLE - Premium",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-10 00:00:00,"F360PRO","Fusion 360 - Ultimate",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-10 00:00:00,"IW360P","InfraWorks",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-11 00:00:00,"COLLRVT","Autodesk Collaboration for Revit - Single User",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-11 00:00:00,"EGLPRM","EAGLE - Premium",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-11 00:00:00,"F360PRO","Fusion 360 - Ultimate",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-11 00:00:00,"FORMIT","FormIt Pro",7.0,
1,"CY","CLOUD_PRODUCT",2016-02-11 00:00:00,"IW360P","InfraWorks",24.0,
1,"CY","CLOUD_PRODUCT",2016-02-12 00:00:00,"COLLRVT","Autodesk Collaboration for Revit - Single User",12.0,
1,"CY","CLOUD_PRODUCT",2016-02-12 00:00:00,"EGLPRM","EAGLE - Premium",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-12 00:00:00,"F360PRO","Fusion 360 - Ultimate",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-12 00:00:00,"FORMIT","FormIt Pro",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-12 00:00:00,"IW360P","InfraWorks",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-13 00:00:00,"COLLRVT","Autodesk Collaboration for Revit - Single User",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-13 00:00:00,"EGLPRM","EAGLE - Premium",112.0,
1,"CY","CLOUD_PRODUCT",2016-02-13 00:00:00,"F360PRO","Fusion 360 - Ultimate",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-14 00:00:00,"COLLRVT","Autodesk Collaboration for Revit - Single User",65.0,
1,"CY","CLOUD_PRODUCT",2016-02-14 00:00:00,"EGLPRM","EAGLE - Premium",42.0,
1,"CY","CLOUD_PRODUCT",2016-02-15 00:00:00,"EGLPRM","EAGLE - Premium",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-15 00:00:00,"F360PRO","Fusion 360 - Ultimate",135.0,
1,"CY","CLOUD_PRODUCT",2016-02-15 00:00:00,"IW360P","InfraWorks",112.0,
1,"CY","CLOUD_PRODUCT",2016-02-16 00:00:00,"EGLPRM","EAGLE - Premium",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-16 00:00:00,"F360PRO","Fusion 360 - Ultimate",80.0,
1,"CY","CLOUD_PRODUCT",2016-02-16 00:00:00,"FORMIT","FormIt Pro",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-16 00:00:00,"IW360P","InfraWorks",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-17 00:00:00,"COLLRVT","Autodesk Collaboration for Revit - Single User",30.0,
1,"CY","CLOUD_PRODUCT",2016-02-17 00:00:00,"EGLPRM","EAGLE - Premium",56.0,
1,"CY","CLOUD_PRODUCT",2016-02-17 00:00:00,"F360PRO","Fusion 360 - Ultimate",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-17 00:00:00,"FORMIT","FormIt Pro",7.0,
1,"CY","CLOUD_PRODUCT",2016-02-17 00:00:00,"IW360P","InfraWorks",15.0,
1,"CY","CLOUD_PRODUCT",2016-02-18 00:00:00,"COLLRVT","Autodesk Collaboration for Revit - Single User",48.0,
1,"CY","CLOUD_PRODUCT",2016-02-18 00:00:00,"EGLPRM","EAGLE - Premium",81.0,
1,"CY","CLOUD_PRODUCT",2016-02-18 00:00:00,"F360PRO","Fusion 360 - Ultimate",56.0,
1,"CY","CLOUD_PRODUCT",2016-02-18 00:00:00,"FORMIT","FormIt Pro",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-18 00:00:00,"IW360P","InfraWorks",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-19 00:00:00,"COLLRVT","Autodesk Collaboration for Revit - Single User",48.0,
1,"CY","CLOUD_PRODUCT",2016-02-19 00:00:00,"F360PRO","Fusion 360 - Ultimate",63.0,
1,"CY","CLOUD_PRODUCT",2016-02-19 00:00:00,"FORMIT","FormIt Pro",29.0,
1,"CY","CLOUD_PRODUCT",2016-02-19 00:00:00,"IW360P","InfraWorks",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-20 00:00:00,"COLLRVT","Autodesk Collaboration for Revit - Single User",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-20 00:00:00,"EGLPRM","EAGLE - Premium",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-20 00:00:00,"FORMIT","FormIt Pro",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-21 00:00:00,"COLLRVT","Autodesk Collaboration for Revit - Single User",77.0,
1,"CY","CLOUD_PRODUCT",2016-02-21 00:00:00,"EGLPRM","EAGLE - Premium",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-21 00:00:00,"F360PRO","Fusion 360 - Ultimate",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-21 00:00:00,"FORMIT","FormIt Pro",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-21 00:00:00,"IW360P","InfraWorks",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-22 00:00:00,"COLLRVT","Autodesk Collaboration for Revit - Single User",44.0,
1,"CY","CLOUD_PRODUCT",2016-02-22 00:00:00,"EGLPRM","EAGLE - Premium",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-22 00:00:00,"F360PRO","Fusion 360 - Ultimate",90.0,
1,"CY","CLOUD_PRODUCT",2016-02-22 00:00:00,"FORMIT","FormIt Pro",422.0,
1,"CY","CLOUD_PRODUCT",2016-02-23 00:00:00,"COLLRVT","Autodesk Collaboration for Revit - Single User",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-23 00:00:00,"EGLPRM","EAGLE - Premium",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-23 00:00:00,"F360PRO","Fusion 360 - Ultimate",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-23 00:00:00,"FORMIT","FormIt Pro",251.0,
1,"CY","CLOUD_PRODUCT",2016-02-23 00:00:00,"IW360P","InfraWorks",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-24 00:00:00,"COLLRVT","Autodesk Collaboration for Revit - Single User",40.0,
1,"CY","CLOUD_PRODUCT",2016-02-24 00:00:00,"EGLPRM","EAGLE - Premium",212.0,
1,"CY","CLOUD_PRODUCT",2016-02-24 00:00:00,"F360PRO","Fusion 360 - Ultimate",50.0,
1,"CY","CLOUD_PRODUCT",2016-02-24 00:00:00,"FORMIT","FormIt Pro",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-24 00:00:00,"IW360P","InfraWorks",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-25 00:00:00,"COLLRVT","Autodesk Collaboration for Revit - Single User",62.0,
1,"CY","CLOUD_PRODUCT",2016-02-25 00:00:00,"EGLPRM","EAGLE - Premium",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-25 00:00:00,"F360PRO","Fusion 360 - Ultimate",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-25 00:00:00,"IW360P","InfraWorks",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-26 00:00:00,"COLLRVT","Autodesk Collaboration for Revit - Single User",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-26 00:00:00,"EGLPRM","EAGLE - Premium",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-26 00:00:00,"F360PRO","Fusion 360 - Ultimate",110.0,
1,"CY","CLOUD_PRODUCT",2016-02-26 00:00:00,"FORMIT","FormIt Pro",6.0,
1,"CY","CLOUD_PRODUCT",2016-02-26 00:00:00,"IW360P","InfraWorks",90.0,
1,"CY","CLOUD_PRODUCT",2016-02-27 00:00:00,"FORMIT","FormIt Pro",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-27 00:00:00,"IW360P","InfraWorks",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-28 00:00:00,"COLLRVT","Autodesk Collaboration for Revit - Single User",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-28 00:00:00,"FORMIT","FormIt Pro",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-28 00:00:00,"IW360P","InfraWorks",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-29 00:00:00,"COLLRVT","Autodesk Collaboration for Revit - Single User",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-29 00:00:00,"EGLPRM","EAGLE - Premium",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-29 00:00:00,"F360PRO","Fusion 360 - Ultimate",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-29 00:00:00,"FORMIT","FormIt Pro",0.0,
1,"CY","CLOUD_PRODUCT",2016-02-29 00:00:00,"IW360P","InfraWorks",40.0,
1,"CY","CLOUD_PRODUCT",2016-03-01 00:00:00,"COLLRVT","Autodesk Collaboration for Revit - Single User",0.0,
1,"CY","CLOUD_PRODUCT",2016-03-01 00:00:00,"EGLPRM","EAGLE - Premium",99.0,
1,"CY","CLOUD_PRODUCT",2016-03-01 00:00:00,"F360PRO","Fusion 360 - Ultimate",152.0,
1,"CY","CLOUD_PRODUCT",2016-03-01 00:00:00,"FORMIT","FormIt Pro",26.0,
1,"CY","CLOUD_PRODUCT",2016-03-01 00:00:00,"IW360P","InfraWorks",0.0,
1,"CY","CLOUD_PRODUCT",2016-03-02 00:00:00,"COLLRVT","Autodesk Collaboration for Revit - Single User",99.0,
1,"CY","CLOUD_PRODUCT",2016-03-02 00:00:00,"EGLPRM","EAGLE - Premium",60.0,
1,"CY","CLOUD_PRODUCT",2016-03-02 00:00:00,"F360PRO","Fusion 360 - Ultimate",234.0,
1,"CY","CLOUD_PRODUCT",2016-03-02 00:00:00,"FORMIT","FormIt Pro",114.0,
1,"CY","CLOUD_PRODUCT",2016-03-02 00:00:00,"IW360P","InfraWorks",0.0,
1,"CY","CLOUD_PRODUCT",2016-03-03 00:00:00,"COLLRVT","Autodesk Collaboration for Revit - Single User",0.0,
1,"CY","CLOUD_PRODUCT",2016-03-03 00:00:00,"EGLPRM","EAGLE - Premium",26.0,
1,"CY","CLOUD_PRODUCT",2016-03-03 00:00:00,"F360PRO","Fusion 360 - Ultimate",0.0,
